q_err_KP,qdot_err_KP,z_error,Tor_HR,Tor_HP,Tor_KP,Fz_foot
-0.129661,0.1345,0.023003,3.309402,3.585334,-4.674979,0
-0.129357,0.129065,0.023046,3.314309,3.574548,-4.666831,0
-0.128496,0.135026,0.023114,3.322451,3.598362,-4.609732,0
-0.128654,0.131353,0.023126,3.329983,3.602409,-4.603991,0
-0.128384,0.123928,0.023144,3.330611,3.567724,-4.613519,0
-0.128106,0.119711,0.023183,3.329246,3.531613,-4.619185,0
-0.127881,0.115833,0.023197,3.331711,3.514522,-4.615904,0
-0.127647,0.114742,0.023232,3.330989,3.489187,-4.613725,0
-0.127406,0.104573,0.023267,3.327881,3.431595,-4.636912,0
-0.127158,0.111074,0.023303,3.33317,3.452471,-4.603075,0
-0.126961,0.108291,0.023313,3.333176,3.427772,-4.602496,0
-0.126697,0.100606,0.023348,3.33092,3.3805,-4.618353,0
-0.126485,0.09544,0.02338,3.329086,3.341518,-4.627573,0
-0.126266,0.09816,0.023412,3.329571,3.332148,-4.613866,0
-0.126098,0.091007,0.02344,3.329577,3.29717,-4.623759,0
-0.125863,0.092535,0.023471,3.331598,3.292368,-4.60903,0
-0.12568,0.093935,0.0235,3.332704,3.283304,-4.596989,0
-0.12549,0.083009,0.023528,3.3304,3.229234,-4.62072,0
-0.125351,0.075625,0.023552,3.329095,3.188088,-4.635576,0
-0.125145,0.068379,0.023581,3.327515,3.146477,-4.649349,0
-0.12499,0.087294,0.023606,3.332471,3.197748,-4.589298,0
-0.124828,0.063323,0.02363,3.326235,3.094983,-4.652004,0
-0.124659,0.073164,0.023655,3.328821,3.113998,-4.617827,0
-0.124541,0.06014,0.023677,3.325261,3.050018,-4.650087,0
-0.124415,0.06962,0.023698,3.327856,3.068219,-4.618056,0
-0.124282,0.066531,0.02372,3.326874,3.040251,-4.621808,0
